entry_id,status,accident_type,trade,scenario_ids,directive_ko,hoc_level,spec,action_by,design_decidable,promoted,reason_code,exposure_channel,adjudication_note,hoc_rule_exception,source_id,source_type,source_edition,legal_basis,legal_verified_date,evidence_level,rule_type,rule_id,simulation_action,parameter_value,parameter_source,sensitivity_target,applies_to_cell_type,cell_type_basis,supersedes,redundant_with,requires,residual_risk,ifc_class,ifc_predefined_type,target_pset,geometry_operation,install_cost_level,install_duration_days,cost_note,in_experiment_set,kalis_frequency,needs_review,note
KE_T_CP_02,active,무너짐,타설,,거푸집·동바리 구조를 하중 조건에 맞게 사전 구조검토하고 조립도를 작성·준수 — 설계 단계의 구조안전 확보,공학적,,,TRUE,FALSE,NO_EXPOSURE,none,v2.5 사람 판정: 구조검토·조립도 작성은 설계자 산출물이나 작업자의 위치·체류시간을 바꾸지 않는다. 승격하지 않는 항목에 실행 규칙이 붙어 있는 것은 모순이므로 AgentParameterRule 을 제거한다. kalis_unadopted 의 U_STRUCT_REVIEW(NO_EXPOSURE) 및 부록 C 서술과 정합,FALSE,REF_KR_R330;REF_KR_R331,법령,,산업안전보건기준에 관한 규칙 제330조 (거푸집 및 동바리의 구조) ; 산업안전보건기준에 관한 규칙 제331조 (조립도),,,,,,,,FALSE,,,,,,,,,,,low,,"구조검토·조립도 준수의 붕괴확률 저감 — 정량 문헌 미확보(미준수→붕괴의 정성근거: FACE 13NY080, CPWR 438건). 민감도 분석 필수",,0,TRUE,"원천 evidenceLevel='law' — 목표 열거형에 대응 없음 | 원천 promotionStatus=promoted | v2.5 규칙 제거: rule_type=AgentParameterRule, rule_id=RULE_CP_DESIGNCHECK, parameter_value=collapseProbMultiplier=0.30, parameter_source=heuristic"
KE_T_CP_03,active,무너짐,타설,,타설 중·양생 초기 동바리 존치 구간 직하부를 무출입 구역으로 계획하고 타설 순서를 편심·집중타설이 없도록 계획 — 제334조 타설계획의 설계화,관리적,,,TRUE,TRUE,,zone_occupancy,v2.5 사람 판정: H008_ShoringCollapse zone 이 생성되어 NO_CHANNEL 논거 소멸 (재해유형 무너짐 → zone_occupancy),TRUE,REF_KR_R334,법령,,산업안전보건기준에 관한 규칙 제334조 (콘크리트의 타설작업),,,SpatialChangeRule,RULE_CP_NOENTRY,block_agent_entry,,,FALSE,collapse_zone,v2.3 정본 값 (유도하지 않음 — 정본이 우선),,,,,,,,,low,,하부 무출입 — 노출 제거와 우회비용이 창발적으로 산출됨,,0,TRUE,원천 evidenceLevel='law' — 목표 열거형에 대응 없음 | 원천 parameterSourceType='rule_logic' — 목표 열거형에 대응 없음 | 출입통제는 관리적이나 작용 기제는 우회 동선 생성(공간적). 둘 다 옳음 — 분류 유지. | 원천 promotionStatus=promoted
KE_T_FE_01,active,떨어짐,거푸집설치,,창호 하부 벽체(창대) 높이를 바닥에서 최소 42인치(약 1.07m)로 설계하여 시공 중 벽체 개구부가 그 자체로 난간 역할을 하도록 함 — 가설 난간 필요성 원천 제거,제거,,,TRUE,TRUE,,dwell_time,물리적 조치(난간/시공/높이를) 수반 → 승격. 노출 채널 dwell_time (근거어: 개구부/난간/창호).,FALSE,REF_S4,지침,2024,,,,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 promotionStatus=deferred
KE_T_FE_02,active,떨어짐,거푸집설치,,본구조물에 가설 난간 포스트용 매입 브래킷을 설계 단계에서 포함 — 설치·해체 중 난간 설치의 신속성·확실성 확보,공학적,,,TRUE,TRUE,,dwell_time,물리적 조치(난간/브래킷) 수반 → 승격. 노출 채널 dwell_time (근거어: 난간/브래킷).,FALSE,REF_S16;REF_S4,지침,2021,,,guideline,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 promotionStatus=deferred
KE_T_FE_03,active,떨어짐,거푸집설치,,추락방지 앵커리지 포인트(수평구명줄·데빗)를 구조도면에 설계 반영 — PPE 사용을 가능케 하는 설계 결정,공학적,,,TRUE,TRUE,,dwell_time,물리적 조치(앵커리지/구명줄) 수반 → 승격. 노출 채널 dwell_time (근거어: 앵커리지/추락방지 앵커/구명줄). 문서화 동사(반영)도 있으나 목적어가 물리적 산출물.,FALSE,REF_S15P;REF_S4,학술,2019,,,,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,원천 evidenceLevel='literature' — 목표 열거형에 대응 없음 | 원천 promotionStatus=deferred
KE_T_FE_04,active,떨어짐,거푸집설치,,본설 계단을 공사 초기에 우선 시공하여 작업자 동선으로 사용 — 사다리·가설 수직동선 의존 자체를 제거하는 공정 결정,제거,,,TRUE,TRUE,,passage_count,물리적 조치(계단/시공) 및 공정 순서·시점 변경(우선 시공/초기에) 수반 → 승격. 노출 채널 passage_count (근거어: 동선/계단).,FALSE,REF_S15P;REF_S4,학술,2019,,,,TemporalRule,RULE_FE_STAIR_EARLY,advance activity[workType=permanent_stair]; VerticalLink.availableFromActivity := earlier,,schedule_logic,FALSE,,TemporalRule — 격자 대상 아님(별도 경로),,,,,,,,,mid,,효과는 수직동선 가용 시점 변화에서 창발 — 시뮬레이션 산출,,0,TRUE,원천 evidenceLevel='literature' — 목표 열거형에 대응 없음 | 원천 promotionStatus=promoted
KE_T_FE_05,active,떨어짐,거푸집설치,,지상 조립 후 일체 인양 설치하는 프리패브 계단 채택 — 고소 조립작업 자체를 대체,대체,,,TRUE,TRUE,,passage_count,물리적 조치(계단/설치/인양) 수반 → 승격. 노출 채널 passage_count (근거어: 계단).,FALSE,REF_S15P;REF_S16;REF_S4,학술,2019,,,,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,원천 evidenceLevel='literature' — 목표 열거형에 대응 없음
KE_T_FS_01,active,떨어짐,거푸집해체,,개구부 마감·영구 난간 설치 공정을 해체 공정보다 선행 배치 — 해체 시점의 개구부 재노출 창을 제거,제거,,,TRUE,TRUE,,dwell_time,물리적 조치(난간/설치/배치) 및 공정 순서·시점 변경(선행) 수반 → 승격. 노출 채널 dwell_time (근거어: 개구부/난간).,FALSE,REF_KR_R43;REF_S4,법령,고용노동부령 제450호,산업안전보건기준에 관한 규칙(고용노동부령 제450호) 제43조 (개구부 등의 방호 조치),,,TemporalRule,RULE_FS_CLOSURE_FIRST,set precedence: opening_closure(Z) FS-before formwork_stripping(Z),,schedule_logic,FALSE,,TemporalRule — 격자 대상 아님(별도 경로),,,,,,,,,low,,해체 시점의 개구부 재노출 창 제거 — 창발적 효과,,0,TRUE,원천 evidenceLevel='law' — 목표 열거형에 대응 없음 | 원천 promotionStatus=promoted
KE_T_HS_01,active,물체에맞음,거푸집해체,,부재를 지상에서 선조립 후 완성 어셈블리로 인양 설치 — 고소 조립·해체 작업 자체를 회피,위험회피,,,TRUE,TRUE,,passage_count,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 물체에맞음 → passage_count),FALSE,REF_S4,지침,2024,,,,SpatialChangeRule,RULE_HS_GROUNDASM,remove_elevated_work_zone_convert_to_ground_task,,,FALSE,elevated_work_zone,v2.3 정본 값 (유도하지 않음 — 정본이 우선),,,,,,,,,high,,v1.2 ALT-H005-L1 승계: 지상 선조립 전환은 고소작업 구역 자체를 제거,,0,TRUE,원천 parameterSourceType='inherited_v1' — 목표 열거형에 대응 없음 | 원천 promotionStatus=promoted
KE_T_HS_02,active,물체에맞음,거푸집해체,,고소 작업(해체 포함) 구역 직하부에 낙하물 방지망·물리적 배리어를 계획 배치,공학적,,,TRUE,TRUE,,passage_count,v2.5 사람 판정: LCR_DROP_ZONE 템플릿 추가로 NO_CHANNEL 논거 소멸 (재해유형 물체에맞음 → passage_count),FALSE,REF_S4,지침,2024,,,,AgentParameterRule,RULE_HS_DEBRISNET,,hazardWeightMultiplier=0.35,,FALSE,drop_zone,v2.3 정본 값 (유도하지 않음 — 정본이 우선),,,,,,,,,low,1,v1.2 ALT-H004-L3 승계: 낙하물 방지망의 falling-object exposure 계수,,0,TRUE,원천 parameterSourceType='inherited_v1' — 목표 열거형에 대응 없음 | 원천 promotionStatus=promoted
KE_T_HS_03,active,물체에맞음,거푸집해체,,고위험 작업(해체 등) 시간대에 필수 인원만 투입되도록 단계별(phased) 작업계획 수립 — 공존 노출의 시간적 분리,제거,,,TRUE,TRUE,,passage_count,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 물체에맞음 → passage_count),FALSE,REF_S4,지침,2024,,,,TemporalRule,RULE_HS_PHASED,"deconflict: shift co-located activities so overlap(stripping, other)=0",,schedule_logic,FALSE,,TemporalRule — 격자 대상 아님(별도 경로),,,,,,,,,low,,공존 노출의 시간 분리 — 효과는 시뮬레이션이 직접 산출 (순환성 없음),,0,TRUE,원천 promotionStatus=promoted
KE_T_HS_04,active,물체에맞음,거푸집해체,,작업발판 일체형 거푸집 채택 — 해체 시 개별 부재 탈락·낙하 기회를 구조적으로 축소,대체,,,TRUE,TRUE,,passage_count,v2.5 사람 판정: LCR_DROP_ZONE 템플릿 추가로 NO_CHANNEL 논거 소멸 (재해유형 물체에맞음 → passage_count),TRUE,REF_KR_R331_3,법령,,산업안전보건기준에 관한 규칙 제331조의3 (작업발판 일체형 거푸집의 안전조치),,,AgentParameterRule,RULE_HS_INTFORM,,materialProbMultiplier=0.50,heuristic,TRUE,drop_zone,오기교정: v2.3 이월값 material_storage 는 적재구역을 가리켜 이 항목과 무관하다. directive_ko('작업발판 일체형 거푸집 — 해체 시 개별 부재 탈락·낙하 기회를 축소') 와 accident_type(물체에맞음)이 모두 낙하물 노출을 가리키므로 drop_zone 으로 교정. 전거: 산업안전보건기준에 관한 규칙 제331조의3 (legal_basis 열에 기재됨).,,,,,,,,,mid,,"일체형 거푸집의 해체 중 부재 탈락 저감 — 계수 문헌 미확보, 민감도 분석 필수",,0,TRUE,원천 evidenceLevel='law' — 목표 열거형에 대응 없음 | 작업발판 일체형 거푸집은 분명한 대체급이므로 HoC 유지. 다만 계수(휴리스틱)로 대신 작성된 것이므로 규칙 쪽이 잠정적 — 가설물 형상 확보 시 SpatialChangeRule 로 재작성. | 원천 promotionStatus=promoted
KE_T_PO_01,active,떨어짐,타설,,지면 슬래브·보도 등 평면 공사를 공정 초기에 배치하여 고소 구조물 인접 작업 시 작업자 접근면으로 활용 — 노출 자체를 줄이는 공정 결정,제거,,,TRUE,TRUE,,passage_count,물리적 조치(배치) 및 공정 순서·시점 변경(초기에) 수반 → 승격. 노출 채널 passage_count (근거어: 접근면).,FALSE,REF_S4,지침,2024,,,,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 promotionStatus=deferred
KE_T_PO_02,active,떨어짐,타설,,층별 크기·형상 변화와 단차(오프셋)를 최소화한 평면 설계 — 단차·경계부 추락 및 걸림 위험의 기하학적 제거,제거,,,TRUE,TRUE,,passage_count,물리적 조치(최소화) 수반 → 승격. 노출 채널 passage_count (근거어: 걸림/단차).,FALSE,REF_S4,지침,2024,,,,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 promotionStatus=deferred
KE_C_WARN_01,active,떨어짐,거푸집설치,,슬래브 개구부 덮개 상부에 개구부 위치를 알리는 안전표지와 시인성 도색을 적용하도록 설계도면에 반영,경고,,,TRUE,TRUE,,dwell_time,v2.5 사람 판정: KE_M_Fall_FormErection_01(공학적) 의 근거 CSI 에 경고 등급 설계 대안이 함께 있었다. 등급이 다르므로 기존 항목을 고치지 않고 지시서 4-2 대로 신설한다. 현재 라이브러리의 경고 등급은 3건뿐이다.,FALSE,,,,산업안전보건기준에 관한 규칙 제43조 (개구부 등의 방호 조치) — 어두운 장소에서도 알아볼 수 있도록 개구부임을 표시 (개정 2022.10.18.),,,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,v2.5 신설 (CSI 유래). 근거 사례: 개구부 덮개 이탈로 떨어짐 | CSI 대책: 개구부 덮개 상부 '개구부 주의' 등 안전표지 설치하여 근로자 시인성 확보 | 전거·규칙 미작성 — 사람 확인 필요
